0.0316959    -0.19037    0.05868    -800    -0.00189282    0.000583447    0.0316339    
0.00639495    -0.509448    -1.71795    500    -2.77776e-05    -9.36712e-05    0.00639421    
0.510499    -16.1241    -0.63708    500    -0.017083    -0.000674968    0.510213    
0.00768489    4.64041    1.66346    0    0.000126496    4.53454e-05    0.00768372    
1.48853    2.06253    1.16053    500    0.0286174    0.0161022    1.48816    
0.180853    -2.32274    3.74642    500    -0.00128248    0.00206855    0.180837    
0.00980671    -11.5326    -4.83653    500    -0.000419783    -0.000176047    0.00979614    
0.0049707    1.30788    -0.0304152    500    0.000192838    -4.48453e-06    0.00496696    
0.0368018    -5.77555    1.7137    500    -0.000806504    0.000239303    0.0367922    
0.466215    0.0826088    -2.90902    -2.84217e-14    0.000211276    -0.00743995    0.466156    
0.174702    -0.550749    -1.94    500    -0.00051004    -0.00174285    0.174692    
0.00600319    -4.28022    8.50385    -800    -0.000127097    0.000252515    0.00599653    
2.45928    -1.71366    -2.10642    500    -0.0175513    -0.0207818    2.45913    
0.0128689    -0.00814798    -0.000596245    -800    -0.00102693    -7.51475e-05    0.0128276    
3.36147    3.78531    -2.2606    -800    0.241677    -0.14433    3.34967    
0.146919    -0.0316795    0.0225281    -800    -0.00140042    0.00099587    0.146909    
12.2124    -10.1622    -4.3218    500    -0.277002    -0.117267    12.2087    
0.0171461    -0.0359765    0.0119941    -800    -0.000472672    0.000157582    0.0171389    
0.0211232    -0.0730961    0.025745    -800    -0.000414381    0.000145948    0.0211186    
0.16328    0.185605    -2.06151    1203    0.000130962    -0.00145459    0.163273    
0.00959251    -80    21.8909    499.424    -0.0016692    0.000454984    0.0094352    
0.119696    -0.002909    -0.00610366    -800    -0.000649561    -0.00136291    0.119686    
0.405244    -2.21433    4.2701    1203    -0.00369607    0.00797712    0.405149    
0.167595    7.18378    2.23022    500    0.00405555    0.00125905    0.167541    
0.00424913    -19.1806    12.8916    500    -0.000198763    0.000133592    0.00424238    
3.06716    2.63195    -2.0106    500    0.0213556    -0.016314    3.06704    
0.039462    -27.8307    10.1894    500    -0.00222792    0.00081569    0.0393906    
3.4148    -10.3117    14.317    500    -0.146422    0.199196    3.40584    
0.298853    -0.0236541    -0.00206452    -800    -0.0028663    -0.00025017    0.298839    
0.0109893    -5.49066    2.54126    500    -0.000124613    5.76749e-05    0.0109884    
0.0144089    -0.12356    0.0384052    -804    -0.000635329    0.000197474    0.0143936    
0.0108634    -10.1211    -19.752    500    -0.000435411    -0.000873448    0.0108194    
0.320047    13.2924    -25.6261    500    0.00854444    -0.0164726    0.319508    
0.00499377    0.938582    -0.659212    1203    4.03245e-05    -2.83219e-05    0.00499353    
0.00261337    -3.02244    11.0157    5.68434e-14    -1.98912e-05    4.70874e-05    0.00261287    
1.69467    -0.0557717    -0.229846    -800    -0.0250106    -0.103073    1.69135    
0.0210638    -1.82246    4.32482    500    -0.000168312    0.000399416    0.0210593    
0.0645944    -4.10724    -5.63823    500    -0.00342215    -0.00491469    0.0643162    
0.0169957    9.13422    -0.173269    -800    0.00213404    -4.0481e-05    0.0168611    
0.411307    80    -41.3062    447.458    0.0961618    -0.0488457    0.396913    
0.228628    0.161502    -0.0017077    -800    0.0225271    -0.000238198    0.227515    
0.129925    -8.60154    -0.275441    500    -0.00254369    -8.14547e-05    0.1299    
0.346459    0.0683751    -0.0159661    -800    0.010816    -0.00252562    0.346281    
3.24476    0.482209    2.2018    500    0.0158121    0.0721993    3.24392    
4.41258    5.48929    2.29387    1203    0.0712613    0.0266424    4.41192    
0.00332923    -0.0782427    2.98994    500    -1.3563e-05    0.000203388    0.00332299    
0.283401    -6.51097    -9.97947    500    -0.00373001    -0.00571704    0.283318    
0.0830744    -1.52246    -0.0552459    0    -0.000237002    -8.60015e-06    0.0830741    
0.479522    -1.04288    -1.68553    500    -0.00176296    -0.00284935    0.47951    
0.0512054    0.566668    -0.0919832    -800    0.0111591    -0.00181138    0.0499418    
